"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.102941176470588,0.0588235294117647,0.0661764705882353,0.330882352941176,0.0808823529411765,0.0588235294117647,0.0661764705882353,0.0661764705882353,0.110294117647059,0.0588235294117647
"2",0.138248847926267,0.0506912442396313,0.0645161290322581,0.0829493087557604,0.0875576036866359,0.0875576036866359,0.258064516129032,0.032258064516129,0.133640552995392,0.0645161290322581
"3",0.0982142857142857,0.267857142857143,0.0892857142857143,0.0625,0.0714285714285714,0.0535714285714286,0.0625,0.0446428571428571,0.133928571428571,0.116071428571429
"4",0.170212765957447,0.106382978723404,0.0851063829787234,0.113475177304965,0.113475177304965,0.0567375886524823,0.0638297872340425,0.099290780141844,0.0709219858156028,0.120567375886525
"5",0.0919540229885057,0.0689655172413793,0.160919540229885,0.103448275862069,0.0689655172413793,0.0689655172413793,0.103448275862069,0.0804597701149425,0.0919540229885057,0.160919540229885
"6",0.0315789473684211,0.389473684210526,0.068421052631579,0.0315789473684211,0.0947368421052632,0.1,0.1,0.0789473684210526,0.0578947368421053,0.0473684210526316
"7",0.206521739130435,0.0489130434782609,0.179347826086957,0.135869565217391,0.0923913043478261,0.0978260869565217,0.0760869565217391,0.0434782608695652,0.0652173913043478,0.0543478260869565
"8",0.0871559633027523,0.486238532110092,0.055045871559633,0.0412844036697248,0.0458715596330275,0.055045871559633,0.0642201834862385,0.0458715596330275,0.0275229357798165,0.0917431192660551
"9",0.0672268907563025,0.0504201680672269,0.0588235294117647,0.100840336134454,0.151260504201681,0.218487394957983,0.0420168067226891,0.0840336134453782,0.151260504201681,0.0756302521008403
"10",0.0466321243523316,0.393782383419689,0.160621761658031,0.0673575129533679,0.0466321243523316,0.0569948186528497,0.0621761658031088,0.0518134715025907,0.0362694300518135,0.077720207253886
"11",0.046875,0.06640625,0.34765625,0.05078125,0.2109375,0.08984375,0.05078125,0.01953125,0.07421875,0.04296875
"12",0.0578947368421053,0.105263157894737,0.068421052631579,0.0473684210526316,0.0736842105263158,0.0526315789473684,0.0578947368421053,0.0578947368421053,0.378947368421053,0.1
"13",0.08,0.05,0.07,0.12,0.13,0.12,0.08,0.05,0.18,0.12
"14",0.0909090909090909,0.0727272727272727,0.104545454545455,0.0318181818181818,0.0454545454545455,0.0909090909090909,0.104545454545455,0.0318181818181818,0.372727272727273,0.0545454545454545
"15",0.112244897959184,0.0816326530612245,0.13265306122449,0.0510204081632653,0.214285714285714,0.0714285714285714,0.163265306122449,0.0714285714285714,0.0510204081632653,0.0510204081632653
"16",0.141891891891892,0.0945945945945946,0.0878378378378378,0.0608108108108108,0.121621621621622,0.0743243243243243,0.0405405405405405,0.0608108108108108,0.277027027027027,0.0405405405405405
"17",0.129411764705882,0.0705882352941176,0.0823529411764706,0.141176470588235,0.0588235294117647,0.0823529411764706,0.105882352941176,0.0588235294117647,0.0823529411764706,0.188235294117647
"18",0.117647058823529,0.0588235294117647,0.100840336134454,0.0672268907563025,0.126050420168067,0.151260504201681,0.0756302521008403,0.0840336134453782,0.151260504201681,0.0672268907563025
"19",0.0909090909090909,0.0727272727272727,0.181818181818182,0.0636363636363636,0.127272727272727,0.0909090909090909,0.0545454545454545,0.0545454545454545,0.190909090909091,0.0727272727272727
"20",0.0952380952380952,0.0612244897959184,0.122448979591837,0.0476190476190476,0.102040816326531,0.102040816326531,0.0408163265306122,0.0884353741496599,0.272108843537415,0.0680272108843537
"21",0.107843137254902,0.0686274509803922,0.0686274509803922,0.0686274509803922,0.186274509803922,0.107843137254902,0.0588235294117647,0.0686274509803922,0.117647058823529,0.147058823529412
"22",0.232,0.048,0.064,0.064,0.064,0.264,0.048,0.04,0.08,0.096
"23",0.216,0.056,0.056,0.064,0.072,0.28,0.048,0.04,0.072,0.096
"24",0.0813953488372093,0.0697674418604651,0.116279069767442,0.0581395348837209,0.13953488372093,0.0813953488372093,0.0697674418604651,0.0581395348837209,0.127906976744186,0.197674418604651
"25",0.0529100529100529,0.126984126984127,0.100529100529101,0.0476190476190476,0.0582010582010582,0.0476190476190476,0.402116402116402,0.0317460317460317,0.0634920634920635,0.0687830687830688
"26",0.0548780487804878,0.0365853658536585,0.140243902439024,0.0487804878048781,0.0792682926829268,0.280487804878049,0.0609756097560976,0.0304878048780488,0.128048780487805,0.140243902439024
"27",0.132911392405063,0.0632911392405063,0.0949367088607595,0.158227848101266,0.120253164556962,0.10126582278481,0.0569620253164557,0.069620253164557,0.126582278481013,0.0759493670886076
"28",0.0397727272727273,0.03125,0.0454545454545455,0.0340909090909091,0.178977272727273,0.110795454545455,0.0539772727272727,0.0170454545454545,0.454545454545455,0.0340909090909091
"29",0.106796116504854,0.058252427184466,0.087378640776699,0.281553398058252,0.0776699029126214,0.058252427184466,0.0776699029126214,0.087378640776699,0.0776699029126214,0.087378640776699
"30",0.221719457013575,0.0950226244343891,0.0542986425339367,0.126696832579186,0.0452488687782805,0.0361990950226244,0.203619909502262,0.0769230769230769,0.0904977375565611,0.0497737556561086
"31",0.174757281553398,0.087378640776699,0.135922330097087,0.0776699029126214,0.106796116504854,0.0970873786407767,0.087378640776699,0.0679611650485437,0.0679611650485437,0.0970873786407767
"32",0.107692307692308,0.0384615384615385,0.0692307692307692,0.2,0.123076923076923,0.0461538461538462,0.115384615384615,0.115384615384615,0.0538461538461538,0.130769230769231
"33",0.0654205607476635,0.0560747663551402,0.130841121495327,0.0560747663551402,0.168224299065421,0.214953271028037,0.0747663551401869,0.0467289719626168,0.0654205607476635,0.121495327102804
"34",0.0705882352941176,0.141176470588235,0.141176470588235,0.0941176470588235,0.0705882352941176,0.0588235294117647,0.117647058823529,0.0705882352941176,0.0823529411764706,0.152941176470588
"35",0.176056338028169,0.169014084507042,0.0563380281690141,0.0985915492957746,0.0492957746478873,0.0422535211267606,0.0704225352112676,0.0352112676056338,0.0774647887323944,0.225352112676056
"36",0.0833333333333333,0.0520833333333333,0.114583333333333,0.0625,0.09375,0.09375,0.15625,0.0520833333333333,0.114583333333333,0.177083333333333
"37",0.0606060606060606,0.0779220779220779,0.16017316017316,0.0432900432900433,0.0865800865800866,0.367965367965368,0.0606060606060606,0.0216450216450216,0.0735930735930736,0.0476190476190476
"38",0.1,0.075,0.075,0.0625,0.125,0.0875,0.0625,0.0625,0.1625,0.1875
"39",0.0963855421686747,0.0963855421686747,0.072289156626506,0.0963855421686747,0.072289156626506,0.180722891566265,0.0602409638554217,0.0963855421686747,0.0963855421686747,0.132530120481928
"40",0.0898876404494382,0.0786516853932584,0.0674157303370786,0.0674157303370786,0.101123595505618,0.202247191011236,0.0674157303370786,0.0898876404494382,0.112359550561798,0.123595505617978
"41",0.0670391061452514,0.0893854748603352,0.0782122905027933,0.0502793296089385,0.324022346368715,0.0893854748603352,0.0446927374301676,0.0502793296089385,0.150837988826816,0.0558659217877095
"42",0.0588235294117647,0.0588235294117647,0.0588235294117647,0.105882352941176,0.0941176470588235,0.188235294117647,0.0941176470588235,0.0823529411764706,0.0941176470588235,0.164705882352941
"43",0.122302158273381,0.0503597122302158,0.0935251798561151,0.122302158273381,0.158273381294964,0.107913669064748,0.0935251798561151,0.0935251798561151,0.0503597122302158,0.107913669064748
"44",0.0646551724137931,0.46551724137931,0.0301724137931034,0.0258620689655172,0.0301724137931034,0.0301724137931034,0.112068965517241,0.0301724137931034,0.112068965517241,0.0991379310344828
"45",0.0979020979020979,0.0909090909090909,0.153846153846154,0.0699300699300699,0.13986013986014,0.0979020979020979,0.0979020979020979,0.104895104895105,0.048951048951049,0.0979020979020979
"46",0.0689655172413793,0.0620689655172414,0.0758620689655172,0.0620689655172414,0.0758620689655172,0.124137931034483,0.0758620689655172,0.0482758620689655,0.337931034482759,0.0689655172413793
"47",0.0659340659340659,0.0549450549450549,0.0549450549450549,0.153846153846154,0.0989010989010989,0.0659340659340659,0.0879120879120879,0.0769230769230769,0.10989010989011,0.230769230769231
"48",0.0860215053763441,0.0752688172043011,0.0645161290322581,0.150537634408602,0.0752688172043011,0.129032258064516,0.139784946236559,0.0645161290322581,0.0645161290322581,0.150537634408602
"49",0.09375,0.0729166666666667,0.0520833333333333,0.145833333333333,0.104166666666667,0.0729166666666667,0.09375,0.208333333333333,0.09375,0.0625
"50",0.0793650793650794,0.111111111111111,0.150793650793651,0.166666666666667,0.0873015873015873,0.166666666666667,0.0476190476190476,0.0555555555555556,0.0476190476190476,0.0873015873015873
"51",0.1,0.1,0.1,0.15,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1,0.0833333333333333,0.116666666666667
"52",0.0746268656716418,0.119402985074627,0.104477611940299,0.104477611940299,0.0895522388059701,0.0746268656716418,0.0895522388059701,0.0895522388059701,0.0746268656716418,0.17910447761194
"53",0.0703125,0.203125,0.1328125,0.078125,0.046875,0.140625,0.046875,0.0546875,0.09375,0.1328125
"54",0.106060606060606,0.0909090909090909,0.0909090909090909,0.106060606060606,0.121212121212121,0.106060606060606,0.0757575757575758,0.0757575757575758,0.136363636363636,0.0909090909090909
"55",0.0886075949367089,0.0632911392405063,0.0886075949367089,0.164556962025316,0.0632911392405063,0.0759493670886076,0.0759493670886076,0.0759493670886076,0.0886075949367089,0.215189873417722
"56",0.0666666666666667,0.0888888888888889,0.122222222222222,0.0888888888888889,0.0666666666666667,0.122222222222222,0.0777777777777778,0.111111111111111,0.0888888888888889,0.166666666666667
"57",0.0760869565217391,0.0543478260869565,0.141304347826087,0.0652173913043478,0.0652173913043478,0.141304347826087,0.0652173913043478,0.0978260869565217,0.119565217391304,0.173913043478261
"58",0.0588235294117647,0.0823529411764706,0.0705882352941176,0.164705882352941,0.0823529411764706,0.129411764705882,0.0823529411764706,0.0823529411764706,0.0941176470588235,0.152941176470588
"59",0.101010101010101,0.0707070707070707,0.0808080808080808,0.0808080808080808,0.141414141414141,0.111111111111111,0.0707070707070707,0.0808080808080808,0.171717171717172,0.0909090909090909
"60",0.0789473684210526,0.105263157894737,0.118421052631579,0.105263157894737,0.131578947368421,0.118421052631579,0.0921052631578947,0.0657894736842105,0.0921052631578947,0.0921052631578947
"61",0.0795454545454545,0.0795454545454545,0.0681818181818182,0.170454545454545,0.170454545454545,0.0568181818181818,0.0909090909090909,0.0795454545454545,0.0681818181818182,0.136363636363636
"62",0.0769230769230769,0.0641025641025641,0.0897435897435897,0.0641025641025641,0.166666666666667,0.102564102564103,0.0769230769230769,0.0897435897435897,0.102564102564103,0.166666666666667
"63",0.163398692810458,0.0457516339869281,0.228758169934641,0.0326797385620915,0.143790849673203,0.0980392156862745,0.124183006535948,0.0392156862745098,0.065359477124183,0.0588235294117647
"64",0.123711340206186,0.0824742268041237,0.0721649484536082,0.0721649484536082,0.154639175257732,0.11340206185567,0.0824742268041237,0.103092783505155,0.0721649484536082,0.123711340206186
"65",0.0595238095238095,0.0714285714285714,0.0952380952380952,0.214285714285714,0.107142857142857,0.107142857142857,0.0952380952380952,0.0952380952380952,0.0833333333333333,0.0714285714285714
